15:01:00,139,13000,13070,100%,09/11/2016 23:52:57
15:01:00,140,13000,13070,100%,09/11/2016 23:52:57
15:01:00,141,13000,13070,100%,09/11/2016 23:52:57
15:01:00,142,13000,13070,100%,09/11/2016 23:52:57
15:01:00,143,13000,13070,100%,09/11/2016 23:52:57
15:01:00,144,13000,13070,100%,09/11/2016 23:56:56
15:01:00,145,13000,13070,100%,09/11/2016 23:57:01
15:01:00,146,13000,13070,100%,09/11/2016 23:57:07
15:01:00,147,13000,13070,100%,09/11/2016 23:57:12
15:01:00,148,13000,13070,100%,09/11/2016 23:57:17
15:01:00,149,13000,13070,100%,09/11/2016 23:57:22
15:01:00,150,13000,13070,100%,09/11/2016 23:57:27
15:01:00,151,13000,15222,117%,09/12/2016 16:39:19
15:01:00,152,13000,15222,117%,09/12/2016 16:40:07
15:01:00,153,13000,15222,117%,09/12/2016 16:41:59
15:01:00,154,13000,15222,117%,09/12/2016 16:42:29
15:01:00,155,13000,15222,117%,09/12/2016 16:43:00
